day,hour,is_peak,day_type,station_name,boarding,alighting
22,11,0,WEEKDAY,Aluva,305,240
22,11,0,WEEKDAY,Pulinchodu,140,136
22,11,0,WEEKDAY,Companypady,209,127
22,11,0,WEEKDAY,Ambattukavu,131,115
22,11,0,WEEKDAY,Muttom,139,123
22,11,0,WEEKDAY,Kalamassery,159,148
22,11,0,WEEKDAY,CUSAT,172,120
22,11,0,WEEKDAY,Pathadipalam,172,163
22,11,0,WEEKDAY,Edappally,336,427
22,11,0,WEEKDAY,Changampuzha Park,144,121
22,11,0,WEEKDAY,Palarivattom,183,143
22,11,0,WEEKDAY,JLN Stadium,172,133
22,11,0,WEEKDAY,Kaloor,420,362
22,11,0,WEEKDAY,Lissie,116,114
22,11,0,WEEKDAY,Maharajas College,123,111
22,11,0,WEEKDAY,Ernakulam South,449,376
22,11,0,WEEKDAY,Kadavanthra,135,145
22,11,0,WEEKDAY,Elamkulam,155,120
22,11,0,WEEKDAY,Vyttila,372,344
22,11,0,WEEKDAY,Thaikoodam,160,117
22,11,0,WEEKDAY,Petta,120,82
22,11,0,WEEKDAY,Vadakkekotta,153,130
22,11,0,WEEKDAY,SN Junction,198,148
22,11,0,WEEKDAY,Tripunithura,139,135
22,12,0,WEEKDAY,Aluva,410,333
22,12,0,WEEKDAY,Pulinchodu,125,97
22,12,0,WEEKDAY,Companypady,171,158
22,12,0,WEEKDAY,Ambattukavu,131,134
22,12,0,WEEKDAY,Muttom,132,187
22,12,0,WEEKDAY,Kalamassery,133,136
22,12,0,WEEKDAY,CUSAT,168,146
22,12,0,WEEKDAY,Pathadipalam,160,116
22,12,0,WEEKDAY,Edappally,398,378
22,12,0,WEEKDAY,Changampuzha Park,156,92
22,12,0,WEEKDAY,Palarivattom,102,132
22,12,0,WEEKDAY,JLN Stadium,110,124
22,12,0,WEEKDAY,Kaloor,422,348
22,12,0,WEEKDAY,Lissie,113,97
22,12,0,WEEKDAY,Maharajas College,172,128
22,12,0,WEEKDAY,Ernakulam South,410,332
22,12,0,WEEKDAY,Kadavanthra,95,174
22,12,0,WEEKDAY,Elamkulam,139,100
22,12,0,WEEKDAY,Vyttila,401,382
22,12,0,WEEKDAY,Thaikoodam,180,119
22,12,0,WEEKDAY,Petta,106,143
22,12,0,WEEKDAY,Vadakkekotta,153,107
22,12,0,WEEKDAY,SN Junction,132,114
22,12,0,WEEKDAY,Tripunithura,156,133
22,13,0,WEEKDAY,Aluva,390,280
22,13,0,WEEKDAY,Pulinchodu,152,131
22,13,0,WEEKDAY,Companypady,195,115
22,13,0,WEEKDAY,Ambattukavu,137,143
22,13,0,WEEKDAY,Muttom,148,61
22,13,0,WEEKDAY,Kalamassery,125,139
22,13,0,WEEKDAY,CUSAT,129,134
22,13,0,WEEKDAY,Pathadipalam,179,92
22,13,0,WEEKDAY,Edappally,379,301
22,13,0,WEEKDAY,Changampuzha Park,157,189
22,13,0,WEEKDAY,Palarivattom,107,73
22,13,0,WEEKDAY,JLN Stadium,100,172
22,13,0,WEEKDAY,Kaloor,278,312
22,13,0,WEEKDAY,Lissie,162,137
22,13,0,WEEKDAY,Maharajas College,133,132
22,13,0,WEEKDAY,Ernakulam South,397,322
22,13,0,WEEKDAY,Kadavanthra,136,136
22,13,0,WEEKDAY,Elamkulam,180,116
22,13,0,WEEKDAY,Vyttila,329,347
22,13,0,WEEKDAY,Thaikoodam,135,129
22,13,0,WEEKDAY,Petta,150,74
22,13,0,WEEKDAY,Vadakkekotta,102,90
22,13,0,WEEKDAY,SN Junction,142,104
22,13,0,WEEKDAY,Tripunithura,155,149
22,14,0,WEEKDAY,Aluva,369,438
22,14,0,WEEKDAY,Pulinchodu,159,127
22,14,0,WEEKDAY,Companypady,156,122
22,14,0,WEEKDAY,Ambattukavu,156,128
22,14,0,WEEKDAY,Muttom,77,140
22,14,0,WEEKDAY,Kalamassery,148,137
22,14,0,WEEKDAY,CUSAT,181,153
22,14,0,WEEKDAY,Pathadipalam,134,110
22,14,0,WEEKDAY,Edappally,347,350
22,14,0,WEEKDAY,Changampuzha Park,112,118
22,14,0,WEEKDAY,Palarivattom,145,86
22,14,0,WEEKDAY,JLN Stadium,108,130
22,14,0,WEEKDAY,Kaloor,339,372
22,14,0,WEEKDAY,Lissie,163,121
22,14,0,WEEKDAY,Maharajas College,109,119
22,14,0,WEEKDAY,Ernakulam South,372,310
22,14,0,WEEKDAY,Kadavanthra,157,114
22,14,0,WEEKDAY,Elamkulam,144,151
22,14,0,WEEKDAY,Vyttila,324,341
22,14,0,WEEKDAY,Thaikoodam,159,134
22,14,0,WEEKDAY,Petta,168,115
22,14,0,WEEKDAY,Vadakkekotta,140,105
22,14,0,WEEKDAY,SN Junction,128,103
22,14,0,WEEKDAY,Tripunithura,124,130
22,15,0,WEEKDAY,Aluva,274,308
22,15,0,WEEKDAY,Pulinchodu,151,136
22,15,0,WEEKDAY,Companypady,139,136
22,15,0,WEEKDAY,Ambattukavu,155,138
22,15,0,WEEKDAY,Muttom,144,103
22,15,0,WEEKDAY,Kalamassery,148,179
22,15,0,WEEKDAY,CUSAT,165,143
22,15,0,WEEKDAY,Pathadipalam,184,126
22,15,0,WEEKDAY,Edappally,343,292
22,15,0,WEEKDAY,Changampuzha Park,131,117
22,15,0,WEEKDAY,Palarivattom,176,69
22,15,0,WEEKDAY,JLN Stadium,133,102
22,15,0,WEEKDAY,Kaloor,319,342
22,15,0,WEEKDAY,Lissie,116,107
22,15,0,WEEKDAY,Maharajas College,125,140
22,15,0,WEEKDAY,Ernakulam South,261,333
22,15,0,WEEKDAY,Kadavanthra,145,154
22,15,0,WEEKDAY,Elamkulam,154,146
22,15,0,WEEKDAY,Vyttila,388,297
22,15,0,WEEKDAY,Thaikoodam,111,137
22,15,0,WEEKDAY,Petta,143,135
22,15,0,WEEKDAY,Vadakkekotta,172,128
22,15,0,WEEKDAY,SN Junction,127,133
22,15,0,WEEKDAY,Tripunithura,137,174
22,16,0,WEEKDAY,Aluva,466,337
22,16,0,WEEKDAY,Pulinchodu,138,145
22,16,0,WEEKDAY,Companypady,169,135
22,16,0,WEEKDAY,Ambattukavu,125,118
22,16,0,WEEKDAY,Muttom,139,122
22,16,0,WEEKDAY,Kalamassery,107,151
22,16,0,WEEKDAY,CUSAT,179,135
22,16,0,WEEKDAY,Pathadipalam,162,132
22,16,0,WEEKDAY,Edappally,326,335
22,16,0,WEEKDAY,Changampuzha Park,115,150
22,16,0,WEEKDAY,Palarivattom,190,99
22,16,0,WEEKDAY,JLN Stadium,154,171
22,16,0,WEEKDAY,Kaloor,360,397
22,16,0,WEEKDAY,Lissie,180,115
22,16,0,WEEKDAY,Maharajas College,99,137
22,16,0,WEEKDAY,Ernakulam South,381,314
22,16,0,WEEKDAY,Kadavanthra,183,166
22,16,0,WEEKDAY,Elamkulam,196,133
22,16,0,WEEKDAY,Vyttila,349,358
22,16,0,WEEKDAY,Thaikoodam,173,142
22,16,0,WEEKDAY,Petta,159,108
22,16,0,WEEKDAY,Vadakkekotta,169,119
22,16,0,WEEKDAY,SN Junction,168,101
22,16,0,WEEKDAY,Tripunithura,183,129
22,17,1,WEEKDAY,Aluva,787,771
22,17,1,WEEKDAY,Pulinchodu,275,241
22,17,1,WEEKDAY,Companypady,244,304
22,17,1,WEEKDAY,Ambattukavu,390,301
22,17,1,WEEKDAY,Muttom,347,234
22,17,1,WEEKDAY,Kalamassery,331,280
22,17,1,WEEKDAY,CUSAT,354,211
22,17,1,WEEKDAY,Pathadipalam,303,296
22,17,1,WEEKDAY,Edappally,669,827
22,17,1,WEEKDAY,Changampuzha Park,347,135
22,17,1,WEEKDAY,Palarivattom,257,294
22,17,1,WEEKDAY,JLN Stadium,443,319
22,17,1,WEEKDAY,Kaloor,478,683
22,17,1,WEEKDAY,Lissie,346,211
22,17,1,WEEKDAY,Maharajas College,364,292
22,17,1,WEEKDAY,Ernakulam South,963,671
22,17,1,WEEKDAY,Kadavanthra,359,322
22,17,1,WEEKDAY,Elamkulam,431,344
22,17,1,WEEKDAY,Vyttila,824,622
22,17,1,WEEKDAY,Thaikoodam,281,318
22,17,1,WEEKDAY,Petta,326,347
22,17,1,WEEKDAY,Vadakkekotta,267,268
22,17,1,WEEKDAY,SN Junction,400,304
22,17,1,WEEKDAY,Tripunithura,321,180
22,18,1,WEEKDAY,Aluva,750,688
22,18,1,WEEKDAY,Pulinchodu,408,360
22,18,1,WEEKDAY,Companypady,318,295
22,18,1,WEEKDAY,Ambattukavu,341,303
22,18,1,WEEKDAY,Muttom,332,327
22,18,1,WEEKDAY,Kalamassery,320,205
22,18,1,WEEKDAY,CUSAT,281,294
22,18,1,WEEKDAY,Pathadipalam,417,360
22,18,1,WEEKDAY,Edappally,619,728
22,18,1,WEEKDAY,Changampuzha Park,277,311
22,18,1,WEEKDAY,Palarivattom,332,275
22,18,1,WEEKDAY,JLN Stadium,338,304
22,18,1,WEEKDAY,Kaloor,774,807
22,18,1,WEEKDAY,Lissie,397,372
22,18,1,WEEKDAY,Maharajas College,296,376
22,18,1,WEEKDAY,Ernakulam South,968,694
22,18,1,WEEKDAY,Kadavanthra,383,288
22,18,1,WEEKDAY,Elamkulam,412,288
22,18,1,WEEKDAY,Vyttila,956,799
22,18,1,WEEKDAY,Thaikoodam,307,244
22,18,1,WEEKDAY,Petta,278,272
22,18,1,WEEKDAY,Vadakkekotta,308,314
22,18,1,WEEKDAY,SN Junction,319,370
22,18,1,WEEKDAY,Tripunithura,341,317
22,19,1,WEEKDAY,Aluva,801,902
22,19,1,WEEKDAY,Pulinchodu,288,162
22,19,1,WEEKDAY,Companypady,285,287
22,19,1,WEEKDAY,Ambattukavu,306,255
22,19,1,WEEKDAY,Muttom,286,280
22,19,1,WEEKDAY,Kalamassery,464,253
22,19,1,WEEKDAY,CUSAT,356,331
22,19,1,WEEKDAY,Pathadipalam,359,313
22,19,1,WEEKDAY,Edappally,820,784
22,19,1,WEEKDAY,Changampuzha Park,290,215
22,19,1,WEEKDAY,Palarivattom,339,384
22,19,1,WEEKDAY,JLN Stadium,301,271
22,19,1,WEEKDAY,Kaloor,1037,784
22,19,1,WEEKDAY,Lissie,244,414
22,19,1,WEEKDAY,Maharajas College,327,269
22,19,1,WEEKDAY,Ernakulam South,614,771
22,19,1,WEEKDAY,Kadavanthra,358,341
22,19,1,WEEKDAY,Elamkulam,324,313
22,19,1,WEEKDAY,Vyttila,829,754
22,19,1,WEEKDAY,Thaikoodam,178,293
22,19,1,WEEKDAY,Petta,340,243
22,19,1,WEEKDAY,Vadakkekotta,341,289
22,19,1,WEEKDAY,SN Junction,259,275
22,19,1,WEEKDAY,Tripunithura,371,253
22,20,1,WEEKDAY,Aluva,663,675
22,20,1,WEEKDAY,Pulinchodu,295,302
22,20,1,WEEKDAY,Companypady,362,325
22,20,1,WEEKDAY,Ambattukavu,264,316
22,20,1,WEEKDAY,Muttom,295,287
22,20,1,WEEKDAY,Kalamassery,368,224
22,20,1,WEEKDAY,CUSAT,268,265
22,20,1,WEEKDAY,Pathadipalam,338,267
22,20,1,WEEKDAY,Edappally,723,872
22,20,1,WEEKDAY,Changampuzha Park,275,266
22,20,1,WEEKDAY,Palarivattom,321,386
22,20,1,WEEKDAY,JLN Stadium,293,331
22,20,1,WEEKDAY,Kaloor,779,566
22,20,1,WEEKDAY,Lissie,364,311
22,20,1,WEEKDAY,Maharajas College,356,264
22,20,1,WEEKDAY,Ernakulam South,754,821
22,20,1,WEEKDAY,Kadavanthra,279,288
22,20,1,WEEKDAY,Elamkulam,304,237
22,20,1,WEEKDAY,Vyttila,839,817
22,20,1,WEEKDAY,Thaikoodam,352,294
22,20,1,WEEKDAY,Petta,249,278
22,20,1,WEEKDAY,Vadakkekotta,228,193
22,20,1,WEEKDAY,SN Junction,284,334
22,20,1,WEEKDAY,Tripunithura,192,328
22,21,0,WEEKDAY,Aluva,315,331
22,21,0,WEEKDAY,Pulinchodu,191,150
22,21,0,WEEKDAY,Companypady,140,110
22,21,0,WEEKDAY,Ambattukavu,164,106
22,21,0,WEEKDAY,Muttom,145,146
22,21,0,WEEKDAY,Kalamassery,163,79
22,21,0,WEEKDAY,CUSAT,152,118
22,21,0,WEEKDAY,Pathadipalam,133,129
22,21,0,WEEKDAY,Edappally,473,334
22,21,0,WEEKDAY,Changampuzha Park,135,103
22,21,0,WEEKDAY,Palarivattom,141,85
22,21,0,WEEKDAY,JLN Stadium,168,126
22,21,0,WEEKDAY,Kaloor,343,359
22,21,0,WEEKDAY,Lissie,129,137
22,21,0,WEEKDAY,Maharajas College,110,94
22,21,0,WEEKDAY,Ernakulam South,228,362
22,21,0,WEEKDAY,Kadavanthra,168,134
22,21,0,WEEKDAY,Elamkulam,172,145
22,21,0,WEEKDAY,Vyttila,389,330
22,21,0,WEEKDAY,Thaikoodam,171,111
22,21,0,WEEKDAY,Petta,157,150
22,21,0,WEEKDAY,Vadakkekotta,130,138
22,21,0,WEEKDAY,SN Junction,147,104
22,21,0,WEEKDAY,Tripunithura,165,118
22,22,0,WEEKDAY,Aluva,392,290
22,22,0,WEEKDAY,Pulinchodu,127,115
22,22,0,WEEKDAY,Companypady,129,106
22,22,0,WEEKDAY,Ambattukavu,118,129
22,22,0,WEEKDAY,Muttom,136,133
22,22,0,WEEKDAY,Kalamassery,152,93
22,22,0,WEEKDAY,CUSAT,150,140
22,22,0,WEEKDAY,Pathadipalam,126,147
22,22,0,WEEKDAY,Edappally,336,370
22,22,0,WEEKDAY,Changampuzha Park,65,157
22,22,0,WEEKDAY,Palarivattom,176,126
22,22,0,WEEKDAY,JLN Stadium,172,121
22,22,0,WEEKDAY,Kaloor,345,396
22,22,0,WEEKDAY,Lissie,133,157
22,22,0,WEEKDAY,Maharajas College,121,133
22,22,0,WEEKDAY,Ernakulam South,272,340
22,22,0,WEEKDAY,Kadavanthra,179,126
22,22,0,WEEKDAY,Elamkulam,165,112
22,22,0,WEEKDAY,Vyttila,375,347
22,22,0,WEEKDAY,Thaikoodam,132,131
22,22,0,WEEKDAY,Petta,164,123
22,22,0,WEEKDAY,Vadakkekotta,122,106
22,22,0,WEEKDAY,SN Junction,149,129
22,22,0,WEEKDAY,Tripunithura,174,144
23,6,0,WEEKDAY,Aluva,377,287
23,6,0,WEEKDAY,Pulinchodu,142,98
23,6,0,WEEKDAY,Companypady,180,117
23,6,0,WEEKDAY,Ambattukavu,128,123
23,6,0,WEEKDAY,Muttom,153,71
23,6,0,WEEKDAY,Kalamassery,126,171
23,6,0,WEEKDAY,CUSAT,153,135
23,6,0,WEEKDAY,Pathadipalam,156,97
23,6,0,WEEKDAY,Edappally,483,367
23,6,0,WEEKDAY,Changampuzha Park,133,146
23,6,0,WEEKDAY,Palarivattom,169,104
23,6,0,WEEKDAY,JLN Stadium,204,131
23,6,0,WEEKDAY,Kaloor,331,387
23,6,0,WEEKDAY,Lissie,124,86
23,6,0,WEEKDAY,Maharajas College,111,84
23,6,0,WEEKDAY,Ernakulam South,329,360
23,6,0,WEEKDAY,Kadavanthra,150,120
23,6,0,WEEKDAY,Elamkulam,124,123
23,6,0,WEEKDAY,Vyttila,345,336
23,6,0,WEEKDAY,Thaikoodam,101,177
23,6,0,WEEKDAY,Petta,112,103
23,6,0,WEEKDAY,Vadakkekotta,145,158
23,6,0,WEEKDAY,SN Junction,167,100
23,6,0,WEEKDAY,Tripunithura,104,149
23,7,1,WEEKDAY,Aluva,744,782
23,7,1,WEEKDAY,Pulinchodu,336,229
23,7,1,WEEKDAY,Companypady,320,334
23,7,1,WEEKDAY,Ambattukavu,330,226
23,7,1,WEEKDAY,Muttom,329,323
23,7,1,WEEKDAY,Kalamassery,329,293
23,7,1,WEEKDAY,CUSAT,333,210
23,7,1,WEEKDAY,Pathadipalam,287,279
23,7,1,WEEKDAY,Edappally,775,717
23,7,1,WEEKDAY,Changampuzha Park,290,306
23,7,1,WEEKDAY,Palarivattom,341,367
23,7,1,WEEKDAY,JLN Stadium,316,364
23,7,1,WEEKDAY,Kaloor,527,814
23,7,1,WEEKDAY,Lissie,258,373
23,7,1,WEEKDAY,Maharajas College,217,268
23,7,1,WEEKDAY,Ernakulam South,767,600
23,7,1,WEEKDAY,Kadavanthra,275,279
23,7,1,WEEKDAY,Elamkulam,284,262
23,7,1,WEEKDAY,Vyttila,820,574
23,7,1,WEEKDAY,Thaikoodam,390,301
23,7,1,WEEKDAY,Petta,247,284
23,7,1,WEEKDAY,Vadakkekotta,356,285
23,7,1,WEEKDAY,SN Junction,347,328
23,7,1,WEEKDAY,Tripunithura,239,250
23,8,1,WEEKDAY,Aluva,1025,709
23,8,1,WEEKDAY,Pulinchodu,357,357
23,8,1,WEEKDAY,Companypady,333,256
23,8,1,WEEKDAY,Ambattukavu,359,313
23,8,1,WEEKDAY,Muttom,300,284
23,8,1,WEEKDAY,Kalamassery,303,230
23,8,1,WEEKDAY,CUSAT,328,395
23,8,1,WEEKDAY,Pathadipalam,372,390
23,8,1,WEEKDAY,Edappally,872,839
23,8,1,WEEKDAY,Changampuzha Park,313,255
23,8,1,WEEKDAY,Palarivattom,291,340
23,8,1,WEEKDAY,JLN Stadium,367,302
23,8,1,WEEKDAY,Kaloor,837,873
23,8,1,WEEKDAY,Lissie,244,292
23,8,1,WEEKDAY,Maharajas College,413,331
23,8,1,WEEKDAY,Ernakulam South,659,808
23,8,1,WEEKDAY,Kadavanthra,330,348
23,8,1,WEEKDAY,Elamkulam,300,331
23,8,1,WEEKDAY,Vyttila,667,979
23,8,1,WEEKDAY,Thaikoodam,424,295
23,8,1,WEEKDAY,Petta,267,349
23,8,1,WEEKDAY,Vadakkekotta,378,385
23,8,1,WEEKDAY,SN Junction,310,289
23,8,1,WEEKDAY,Tripunithura,309,280
23,9,1,WEEKDAY,Aluva,667,888
23,9,1,WEEKDAY,Pulinchodu,296,260
23,9,1,WEEKDAY,Companypady,217,234
23,9,1,WEEKDAY,Ambattukavu,352,246
23,9,1,WEEKDAY,Muttom,248,316
23,9,1,WEEKDAY,Kalamassery,400,285
23,9,1,WEEKDAY,CUSAT,393,285
23,9,1,WEEKDAY,Pathadipalam,340,290
23,9,1,WEEKDAY,Edappally,993,778
23,9,1,WEEKDAY,Changampuzha Park,288,251
23,9,1,WEEKDAY,Palarivattom,258,254
23,9,1,WEEKDAY,JLN Stadium,436,282
23,9,1,WEEKDAY,Kaloor,665,777
23,9,1,WEEKDAY,Lissie,331,279
23,9,1,WEEKDAY,Maharajas College,285,329
23,9,1,WEEKDAY,Ernakulam South,1030,777
23,9,1,WEEKDAY,Kadavanthra,300,388
23,9,1,WEEKDAY,Elamkulam,199,150
23,9,1,WEEKDAY,Vyttila,676,978
23,9,1,WEEKDAY,Thaikoodam,396,284
23,9,1,WEEKDAY,Petta,314,210
23,9,1,WEEKDAY,Vadakkekotta,350,389
23,9,1,WEEKDAY,SN Junction,292,271
23,9,1,WEEKDAY,Tripunithura,390,340
23,10,1,WEEKDAY,Aluva,823,733
23,10,1,WEEKDAY,Pulinchodu,326,300
23,10,1,WEEKDAY,Companypady,325,306
23,10,1,WEEKDAY,Ambattukavu,388,347
23,10,1,WEEKDAY,Muttom,370,328
23,10,1,WEEKDAY,Kalamassery,404,307
23,10,1,WEEKDAY,CUSAT,329,197
23,10,1,WEEKDAY,Pathadipalam,308,220
23,10,1,WEEKDAY,Edappally,774,749
23,10,1,WEEKDAY,Changampuzha Park,376,231
23,10,1,WEEKDAY,Palarivattom,366,283
23,10,1,WEEKDAY,JLN Stadium,270,163
23,10,1,WEEKDAY,Kaloor,798,762
23,10,1,WEEKDAY,Lissie,323,331
23,10,1,WEEKDAY,Maharajas College,372,343
23,10,1,WEEKDAY,Ernakulam South,778,700
23,10,1,WEEKDAY,Kadavanthra,315,299
23,10,1,WEEKDAY,Elamkulam,330,274
23,10,1,WEEKDAY,Vyttila,729,614
23,10,1,WEEKDAY,Thaikoodam,427,257
23,10,1,WEEKDAY,Petta,277,353
23,10,1,WEEKDAY,Vadakkekotta,317,297
23,10,1,WEEKDAY,SN Junction,367,338
23,10,1,WEEKDAY,Tripunithura,349,289
23,11,0,WEEKDAY,Aluva,414,331
23,11,0,WEEKDAY,Pulinchodu,140,112
23,11,0,WEEKDAY,Companypady,155,119
23,11,0,WEEKDAY,Ambattukavu,167,66
23,11,0,WEEKDAY,Muttom,120,168
23,11,0,WEEKDAY,Kalamassery,110,99
23,11,0,WEEKDAY,CUSAT,172,99
23,11,0,WEEKDAY,Pathadipalam,113,135
23,11,0,WEEKDAY,Edappally,458,359
23,11,0,WEEKDAY,Changampuzha Park,97,122
23,11,0,WEEKDAY,Palarivattom,167,113
23,11,0,WEEKDAY,JLN Stadium,97,116
23,11,0,WEEKDAY,Kaloor,335,302
23,11,0,WEEKDAY,Lissie,150,86
23,11,0,WEEKDAY,Maharajas College,162,98
23,11,0,WEEKDAY,Ernakulam South,351,287
23,11,0,WEEKDAY,Kadavanthra,149,91
23,11,0,WEEKDAY,Elamkulam,148,107
23,11,0,WEEKDAY,Vyttila,341,403
23,11,0,WEEKDAY,Thaikoodam,122,117
23,11,0,WEEKDAY,Petta,132,119
23,11,0,WEEKDAY,Vadakkekotta,155,125
23,11,0,WEEKDAY,SN Junction,131,142
23,11,0,WEEKDAY,Tripunithura,95,182
23,12,0,WEEKDAY,Aluva,362,344
23,12,0,WEEKDAY,Pulinchodu,158,132
23,12,0,WEEKDAY,Companypady,143,98
23,12,0,WEEKDAY,Ambattukavu,162,165
23,12,0,WEEKDAY,Muttom,145,103
23,12,0,WEEKDAY,Kalamassery,155,105
23,12,0,WEEKDAY,CUSAT,161,109
23,12,0,WEEKDAY,Pathadipalam,163,85
23,12,0,WEEKDAY,Edappally,499,374
23,12,0,WEEKDAY,Changampuzha Park,167,142
23,12,0,WEEKDAY,Palarivattom,167,107
23,12,0,WEEKDAY,JLN Stadium,149,117
23,12,0,WEEKDAY,Kaloor,293,378
23,12,0,WEEKDAY,Lissie,118,139
23,12,0,WEEKDAY,Maharajas College,161,136
23,12,0,WEEKDAY,Ernakulam South,368,337
23,12,0,WEEKDAY,Kadavanthra,157,131
23,12,0,WEEKDAY,Elamkulam,177,120
23,12,0,WEEKDAY,Vyttila,414,328
23,12,0,WEEKDAY,Thaikoodam,121,109
23,12,0,WEEKDAY,Petta,124,149
23,12,0,WEEKDAY,Vadakkekotta,117,136
23,12,0,WEEKDAY,SN Junction,169,74
23,12,0,WEEKDAY,Tripunithura,161,177
23,13,0,WEEKDAY,Aluva,370,373
23,13,0,WEEKDAY,Pulinchodu,156,119
23,13,0,WEEKDAY,Companypady,133,141
23,13,0,WEEKDAY,Ambattukavu,128,114
23,13,0,WEEKDAY,Muttom,158,108
23,13,0,WEEKDAY,Kalamassery,159,115
23,13,0,WEEKDAY,CUSAT,131,128
23,13,0,WEEKDAY,Pathadipalam,155,123
23,13,0,WEEKDAY,Edappally,428,295
23,13,0,WEEKDAY,Changampuzha Park,201,152
23,13,0,WEEKDAY,Palarivattom,149,142
23,13,0,WEEKDAY,JLN Stadium,103,95
23,13,0,WEEKDAY,Kaloor,347,327
23,13,0,WEEKDAY,Lissie,187,137
23,13,0,WEEKDAY,Maharajas College,166,127
23,13,0,WEEKDAY,Ernakulam South,324,357
23,13,0,WEEKDAY,Kadavanthra,147,137
23,13,0,WEEKDAY,Elamkulam,138,97
23,13,0,WEEKDAY,Vyttila,463,308
23,13,0,WEEKDAY,Thaikoodam,141,140
23,13,0,WEEKDAY,Petta,101,161
23,13,0,WEEKDAY,Vadakkekotta,122,149
23,13,0,WEEKDAY,SN Junction,110,144
23,13,0,WEEKDAY,Tripunithura,98,158
23,14,0,WEEKDAY,Aluva,377,345
23,14,0,WEEKDAY,Pulinchodu,165,105
23,14,0,WEEKDAY,Companypady,128,99
23,14,0,WEEKDAY,Ambattukavu,117,136
23,14,0,WEEKDAY,Muttom,140,90
23,14,0,WEEKDAY,Kalamassery,143,135
23,14,0,WEEKDAY,CUSAT,159,160
23,14,0,WEEKDAY,Pathadipalam,127,145
23,14,0,WEEKDAY,Edappally,355,349
23,14,0,WEEKDAY,Changampuzha Park,182,102
23,14,0,WEEKDAY,Palarivattom,175,155
23,14,0,WEEKDAY,JLN Stadium,132,144
23,14,0,WEEKDAY,Kaloor,353,273
23,14,0,WEEKDAY,Lissie,128,121
23,14,0,WEEKDAY,Maharajas College,158,97
23,14,0,WEEKDAY,Ernakulam South,336,303
23,14,0,WEEKDAY,Kadavanthra,141,172
23,14,0,WEEKDAY,Elamkulam,87,127
23,14,0,WEEKDAY,Vyttila,384,339
23,14,0,WEEKDAY,Thaikoodam,182,139
23,14,0,WEEKDAY,Petta,149,101
23,14,0,WEEKDAY,Vadakkekotta,171,103
23,14,0,WEEKDAY,SN Junction,151,97
23,14,0,WEEKDAY,Tripunithura,186,130
23,15,0,WEEKDAY,Aluva,417,369
23,15,0,WEEKDAY,Pulinchodu,147,146
23,15,0,WEEKDAY,Companypady,143,67
23,15,0,WEEKDAY,Ambattukavu,118,146
23,15,0,WEEKDAY,Muttom,126,123
23,15,0,WEEKDAY,Kalamassery,156,130
23,15,0,WEEKDAY,CUSAT,110,95
23,15,0,WEEKDAY,Pathadipalam,149,154
23,15,0,WEEKDAY,Edappally,444,414
23,15,0,WEEKDAY,Changampuzha Park,157,152
23,15,0,WEEKDAY,Palarivattom,158,106
23,15,0,WEEKDAY,JLN Stadium,119,130
23,15,0,WEEKDAY,Kaloor,412,305
23,15,0,WEEKDAY,Lissie,142,146
23,15,0,WEEKDAY,Maharajas College,142,128
23,15,0,WEEKDAY,Ernakulam South,417,476
23,15,0,WEEKDAY,Kadavanthra,114,125
23,15,0,WEEKDAY,Elamkulam,192,130
23,15,0,WEEKDAY,Vyttila,323,359
23,15,0,WEEKDAY,Thaikoodam,141,96
23,15,0,WEEKDAY,Petta,134,146
23,15,0,WEEKDAY,Vadakkekotta,126,139
23,15,0,WEEKDAY,SN Junction,198,100
23,15,0,WEEKDAY,Tripunithura,138,139
23,16,0,WEEKDAY,Aluva,376,355
23,16,0,WEEKDAY,Pulinchodu,140,142
23,16,0,WEEKDAY,Companypady,134,115
23,16,0,WEEKDAY,Ambattukavu,139,161
23,16,0,WEEKDAY,Muttom,137,165
23,16,0,WEEKDAY,Kalamassery,108,155
23,16,0,WEEKDAY,CUSAT,172,125
23,16,0,WEEKDAY,Pathadipalam,191,127
23,16,0,WEEKDAY,Edappally,390,295
23,16,0,WEEKDAY,Changampuzha Park,149,107
23,16,0,WEEKDAY,Palarivattom,88,157
23,16,0,WEEKDAY,JLN Stadium,151,157
23,16,0,WEEKDAY,Kaloor,363,268
23,16,0,WEEKDAY,Lissie,153,136
23,16,0,WEEKDAY,Maharajas College,131,122
23,16,0,WEEKDAY,Ernakulam South,383,323
23,16,0,WEEKDAY,Kadavanthra,150,130
23,16,0,WEEKDAY,Elamkulam,141,119
23,16,0,WEEKDAY,Vyttila,277,298
23,16,0,WEEKDAY,Thaikoodam,137,88
23,16,0,WEEKDAY,Petta,120,141
23,16,0,WEEKDAY,Vadakkekotta,128,143
23,16,0,WEEKDAY,SN Junction,164,86
23,16,0,WEEKDAY,Tripunithura,192,122
23,17,1,WEEKDAY,Aluva,658,843
23,17,1,WEEKDAY,Pulinchodu,327,157
23,17,1,WEEKDAY,Companypady,283,253
23,17,1,WEEKDAY,Ambattukavu,380,260
23,17,1,WEEKDAY,Muttom,295,311
23,17,1,WEEKDAY,Kalamassery,306,269
23,17,1,WEEKDAY,CUSAT,392,302
23,17,1,WEEKDAY,Pathadipalam,286,366
23,17,1,WEEKDAY,Edappally,991,816
23,17,1,WEEKDAY,Changampuzha Park,361,333
23,17,1,WEEKDAY,Palarivattom,317,358
23,17,1,WEEKDAY,JLN Stadium,306,272
