train_id,brake_pad_wear_pct,door_cycles,hvac_pressure_psi,traction_motor_temp_c,mileage_km,days_since_ibl,past_30d_delays,past_30d_faults,brake_risk,door_risk,hvac_risk,traction_risk,next_day_failure_prob,failure_event
KM-118,61.37,13202,58.09,76.35,110038.4,58,5,0,0.6267,0.067,0.3635,0.1815,0.3451,1
KM-110,89.46,41185,43.86,61.14,172740.8,60,0,1,0.8004,0.4494,0.9357,0.0,0.5796,1
KM-108,62.81,65213,60.84,58.2,58214.8,136,1,0,0.4445,0.736,0.3705,0.0,0.4137,1
KM-118,9.39,46321,64.47,60.65,132604.2,176,2,0,0.1088,0.4406,0.2853,0.0,0.2053,0
KM-111,29.46,4413,54.13,81.5,136774.9,149,1,3,0.1368,0.253,0.6583,0.3287,0.3085,0
KM-122,55.75,40266,73.55,72.71,104087.1,68,2,0,0.4108,0.3571,0.102,0.0774,0.2689,0
KM-105,52.39,35850,54.77,102.02,11198.3,160,3,0,0.4244,0.3,0.6492,0.9149,0.5364,0
KM-122,61.34,76864,74.72,90.19,173345.1,132,0,1,0.3763,1.0,0.198,0.5767,0.5367,1
KM-116,37.56,7971,51.62,78.82,132132.4,103,3,1,0.2911,0.1115,0.6897,0.252,0.3181,0
KM-107,81.34,16993,63.17,75.76,132002.9,23,2,0,0.7616,0.0979,0.1075,0.1646,0.3455,0
KM-115,85.03,74622,41.49,83.99,124741.9,153,3,0,0.873,0.9009,1.0,0.3998,0.8107,1
KM-119,63.99,44375,46.7,103.39,55145.5,147,1,1,0.4595,0.4931,0.9527,0.9539,0.6654,0
KM-116,34.39,74098,70.87,54.7,36685.9,60,1,3,0.1683,1.0,0.09,0.0,0.3269,0
KM-102,20.22,67586,73.3,54.07,92102.3,75,2,0,0.1409,0.7765,0.1125,0.0,0.2659,0
KM-102,28.34,61712,52.63,94.85,173508.4,171,0,0,0.0803,0.6775,0.7511,0.7101,0.4897,0
KM-117,24.8,24853,53.35,103.38,5985.8,106,4,0,0.2615,0.1732,0.6248,0.9536,0.4505,1
KM-117,30.42,23612,59.11,49.54,55119.4,73,2,1,0.1925,0.2403,0.3451,0.0,0.1965,0
KM-101,43.87,53445,69.61,83.67,145229.6,158,2,1,0.2924,0.626,0.237,0.3906,0.3844,1
KM-105,7.75,2420,46.38,90.95,45227.0,37,1,0,0.056,0.0053,0.8003,0.5987,0.3007,0
KM-121,83.92,9323,51.89,67.79,172669.9,44,2,1,0.8043,0.1198,0.5905,0.0,0.4295,0
KM-111,51.02,60432,60.34,62.2,133470.2,86,0,2,0.2603,0.8165,0.3155,0.0,0.3584,0
KM-109,68.25,54179,54.55,71.97,161650.8,73,4,0,0.6658,0.5573,0.5274,0.0562,0.4891,0
KM-112,38.47,71278,48.09,83.97,47495.2,49,1,2,0.198,1.0,0.75,0.399,0.5491,1
KM-114,50.88,17972,45.16,49.73,161953.9,86,1,2,0.3089,0.2665,0.9225,0.0,0.3592,0
KM-121,74.55,70551,56.0,45.49,82570.0,68,2,0,0.6557,0.8282,0.4622,0.0,0.529,0
KM-111,28.27,25774,70.56,55.24,43455.7,119,2,0,0.1799,0.1829,0.1785,0.0,0.1444,0
KM-124,25.05,14531,49.31,68.04,114070.3,65,0,0,0.0628,0.0774,0.725,0.0,0.1863,0
KM-123,12.1,2076,70.31,48.58,132009.6,40,4,1,0.2146,0.0842,0.06,0.0,0.1082,0
KM-109,60.98,14952,74.14,53.31,64655.0,105,5,1,0.6218,0.1608,0.1575,0.0,0.2893,0
KM-120,25.91,64475,60.62,53.12,119801.3,63,2,1,0.1671,0.8035,0.2698,0.0,0.3133,0
KM-115,87.31,73604,61.44,104.95,119193.6,59,2,0,0.8623,0.8825,0.231,0.9987,0.7684,0
KM-124,68.94,12112,44.18,63.61,81001.8,31,0,0,0.4753,0.0589,0.8793,0.0,0.3569,0
KM-121,5.87,7780,73.03,69.57,9458.9,163,2,1,0.1034,0.1103,0.2445,0.0,0.1127,0
KM-124,91.39,46995,47.5,65.64,158051.4,128,1,0,0.8853,0.4502,0.892,0.0,0.6008,1
KM-105,24.72,69275,55.62,78.69,5058.3,139,1,1,0.1111,0.8858,0.5836,0.2483,0.4267,0
KM-111,58.73,56878,70.79,71.68,168026.1,13,4,3,0.5449,0.8395,0.0195,0.048,0.4141,0
KM-115,38.14,29022,42.9,80.47,89331.0,4,3,1,0.2955,0.2985,0.8902,0.299,0.4159,0
KM-112,82.26,61951,57.15,90.06,95176.7,55,1,1,0.7267,0.7615,0.3964,0.5733,0.6386,1
KM-121,72.68,5370,45.75,49.25,60984.9,32,3,0,0.6783,0.0174,0.8181,0.0,0.4054,1
KM-113,64.71,40583,74.94,66.52,161863.8,93,1,0,0.4688,0.3613,0.1395,0.0,0.2823,0
KM-121,6.87,65414,50.47,63.32,89206.4,58,2,1,0.1047,0.8194,0.6682,0.0,0.3751,0
KM-111,51.13,50179,50.14,56.04,122986.8,16,4,0,0.4614,0.4968,0.6183,0.0,0.4093,0
KM-102,41.5,75423,51.08,63.31,23118.4,34,3,2,0.3222,1.0,0.6077,0.0,0.4843,0
KM-115,40.35,74465,48.49,77.09,124817.5,152,0,1,0.1628,0.978,0.8884,0.2026,0.5197,0
KM-123,75.13,31373,62.02,73.59,26854.6,34,4,0,0.7644,0.2456,0.1701,0.1025,0.3835,0
KM-122,33.0,24091,73.37,95.69,50595.4,167,3,0,0.2589,0.1653,0.2505,0.734,0.3288,0
KM-108,39.26,16740,73.06,55.2,175097.7,95,1,1,0.2041,0.1757,0.1425,0.0,0.1439,0
KM-118,66.64,64829,51.79,82.15,176123.2,146,0,2,0.4441,0.8895,0.7476,0.3471,0.5967,0
KM-111,39.94,40884,54.06,51.34,9251.2,7,1,1,0.2095,0.4453,0.448,0.0,0.2743,0
KM-103,82.76,77084,64.51,52.59,14287.7,142,3,0,0.835,0.9458,0.2324,0.0,0.5752,0
KM-116,49.97,51486,57.03,80.65,48934.0,113,1,1,0.2997,0.5963,0.4883,0.3044,0.4125,0
KM-102,85.88,1100,69.68,49.84,177105.9,135,0,0,0.7375,0.0016,0.2025,0.0,0.299,0
KM-125,42.58,32051,50.89,67.11,61088.1,85,3,0,0.3313,0.2536,0.6921,0.0,0.3178,0
KM-122,49.29,58254,71.89,64.35,79564.9,157,0,1,0.2429,0.7014,0.2355,0.0,0.3075,0
KM-111,34.22,31697,61.27,72.19,105147.1,62,0,1,0.1171,0.3294,0.2423,0.0627,0.1843,0
KM-120,85.87,48782,67.14,55.05,32334.4,166,0,2,0.7374,0.6362,0.249,0.0,0.4669,1
KM-105,35.83,25463,42.36,89.82,93723.8,30,1,1,0.1784,0.2596,0.9508,0.5663,0.4307,0
KM-104,93.66,21700,71.4,62.55,99687.4,23,3,1,1.0,0.2213,0.0345,0.0,0.4122,0
KM-101,66.24,44315,63.11,101.19,37865.9,7,2,1,0.5387,0.4923,0.0859,0.8913,0.5071,1
KM-107,39.9,4518,61.88,92.86,66215.6,45,3,0,0.3092,0.0134,0.1923,0.6532,0.2807,1
KM-119,37.13,16468,53.73,59.46,16305.8,135,0,0,0.1379,0.0934,0.6532,0.0,0.2022,0
KM-105,80.83,49311,60.57,52.06,110039.4,28,0,3,0.6533,0.7239,0.2191,0.0,0.4535,0
KM-120,80.68,60529,64.67,49.94,67238.5,6,0,0,0.6508,0.6581,0.022,0.0,0.3967,1
KM-104,37.97,13785,73.25,87.84,23051.7,18,2,1,0.2442,0.1515,0.027,0.5097,0.2307,0
KM-118,81.57,17908,63.13,47.59,145133.7,14,0,1,0.6654,0.1859,0.096,0.0,0.2986,0
KM-121,29.45,21386,47.6,51.39,27830.9,137,3,0,0.2367,0.1382,0.9015,0.0,0.2977,0
KM-122,52.76,18340,64.84,66.77,19988.8,130,1,0,0.3283,0.1098,0.2013,0.0,0.1826,0
KM-101,39.84,52850,65.67,48.79,108835.1,132,3,1,0.3087,0.6169,0.198,0.0,0.3019,0
KM-106,27.25,6456,43.67,76.38,105211.0,155,3,1,0.2242,0.1029,1.0,0.1823,0.3407,1
KM-107,74.26,79735,55.42,87.14,28679.1,17,3,1,0.7014,1.0,0.4088,0.4898,0.6752,0
KM-122,86.27,41916,73.98,78.13,51947.5,136,2,1,0.8442,0.4593,0.204,0.2323,0.4976,0
KM-117,83.17,28948,42.45,61.12,32044.4,105,2,0,0.7918,0.2177,1.0,0.0,0.5315,0
KM-104,90.34,45023,51.99,86.03,146322.5,17,0,1,0.8162,0.5022,0.5459,0.458,0.612,0
KM-103,93.08,25941,55.52,55.34,132749.7,132,1,0,0.9164,0.1846,0.5774,0.0,0.4824,0
KM-123,91.51,1234,62.09,90.43,44728.6,19,1,0,0.8874,0.0019,0.145,0.5836,0.4568,0
KM-123,71.76,65430,46.66,46.6,170847.0,87,3,1,0.665,0.8197,0.864,0.0,0.6105,1
KM-108,75.69,44671,50.58,78.89,26910.5,105,2,1,0.6729,0.4973,0.7341,0.2539,0.5574,1
KM-113,94.95,77629,50.12,48.72,155163.7,22,2,2,1.0,1.0,0.628,0.0,0.7256,0
KM-117,71.97,18660,71.34,99.34,175304.1,112,2,3,0.6179,0.3527,0.168,0.8384,0.5057,1
KM-116,56.42,18674,54.7,54.18,87149.7,147,1,0,0.3683,0.1128,0.6325,0.0,0.2836,0
KM-104,75.77,76066,50.01,80.98,173936.0,23,1,0,0.6241,0.9272,0.6342,0.3136,0.6398,1
KM-123,38.25,25054,64.74,89.69,132363.5,92,1,1,0.1963,0.2553,0.1483,0.5624,0.2747,0
KM-101,22.36,45561,67.37,83.15,91689.6,166,4,1,0.25,0.5098,0.249,0.3758,0.3399,1
KM-124,93.07,29787,60.58,64.86,85864.8,24,2,1,0.9663,0.3072,0.2129,0.0,0.4576,0
KM-104,21.71,10934,42.47,62.08,121963.6,29,1,0,0.0972,0.0505,0.9446,0.0,0.2356,0
KM-125,11.73,30684,74.43,80.92,158561.7,72,0,1,0.0138,0.3175,0.108,0.3119,0.1682,0
KM-116,62.13,41910,44.06,98.57,116937.9,16,0,0,0.3861,0.3792,0.8615,0.8164,0.5655,0
KM-112,22.12,5490,52.9,86.73,129718.4,176,4,0,0.2489,0.018,0.7481,0.4779,0.3368,0
KM-102,46.75,66310,61.27,90.54,80204.7,31,0,0,0.2186,0.7546,0.1958,0.5868,0.4217,1
KM-103,8.27,10642,59.06,71.18,77711.9,20,2,0,0.1068,0.0485,0.2677,0.0338,0.1098,0
KM-125,79.25,56652,41.8,81.49,117360.0,152,3,3,0.7781,0.8359,1.0,0.3282,0.747,0
KM-107,83.09,3018,66.22,59.11,158716.0,83,0,0,0.6905,0.0073,0.1245,0.0,0.2684,1
KM-107,43.41,67219,67.24,61.94,36869.1,102,2,2,0.2884,0.9302,0.153,0.0,0.3641,0
KM-112,63.78,30136,42.45,77.13,178307.1,81,2,0,0.5067,0.2312,1.0,0.2037,0.4759,1
KM-122,61.16,22443,50.33,62.11,143751.4,22,2,0,0.4741,0.1486,0.6197,0.0,0.327,0
KM-106,5.31,3936,69.18,67.9,149226.1,116,1,1,0.0528,0.0909,0.174,0.0,0.076,0
KM-118,82.92,57200,72.21,82.68,158751.6,123,1,1,0.7376,0.6846,0.1845,0.3623,0.5387,0
KM-124,58.41,60977,44.97,96.35,24104.7,120,2,0,0.4412,0.6654,0.9812,0.7528,0.6676,0
KM-101,24.72,36391,66.24,53.63,22341.9,116,5,0,0.3111,0.3068,0.174,0.0,0.2204,0
KM-124,32.29,56902,40.83,76.22,177941.3,84,0,1,0.1043,0.6799,1.0,0.1777,0.442,0
KM-107,87.51,18139,51.32,60.15,53813.7,60,0,0,0.7659,0.108,0.637,0.0,0.4225,0
KM-117,67.93,45874,61.58,69.97,93032.7,58,1,0,0.5115,0.4342,0.224,0.0,0.3324,1
KM-109,31.17,61464,61.32,58.11,118954.5,130,2,1,0.1971,0.7534,0.3423,0.0,0.3258,0
KM-109,23.43,62401,72.31,53.76,131727.8,178,1,2,0.1049,0.8489,0.267,0.0,0.3023,0
KM-106,58.94,7087,49.24,97.45,25007.0,6,1,1,0.3974,0.1064,0.6394,0.7843,0.4504,0
KM-120,17.05,24270,72.81,61.62,63348.4,6,1,0,0.0791,0.1671,0.009,0.0,0.0713,0
KM-123,55.11,77159,69.97,63.5,148792.5,162,2,0,0.4037,0.9472,0.243,0.0,0.4267,0
KM-107,87.83,53362,72.2,47.78,64957.0,22,1,0,0.8214,0.5448,0.033,0.0,0.4303,0
KM-115,42.52,65051,66.92,74.15,137994.2,17,2,1,0.2808,0.8132,0.0255,0.1187,0.3304,0
KM-110,42.53,78467,48.57,88.27,67928.2,19,0,3,0.1809,1.0,0.6858,0.5221,0.5549,0
KM-115,93.99,49747,59.18,100.6,98804.4,115,3,0,1.0,0.4904,0.4054,0.8742,0.7285,0
KM-108,81.08,23975,61.33,62.79,150934.0,66,2,0,0.7575,0.1641,0.2457,0.0,0.3553,0
KM-118,24.6,29735,48.37,98.07,140472.8,17,5,0,0.3105,0.2266,0.6907,0.8021,0.4639,0
KM-114,84.34,1485,58.33,52.7,67910.4,72,1,1,0.7613,0.0825,0.375,0.0,0.3621,1
KM-122,15.43,6379,55.34,93.4,107544.6,35,2,1,0.1238,0.1025,0.439,0.6685,0.2905,1
KM-116,80.34,57955,43.52,51.62,141512.5,60,2,0,0.7455,0.6166,0.9493,0.0,0.6049,0
KM-111,75.5,17198,54.17,46.52,110506.9,172,2,0,0.67,0.0997,0.6911,0.0,0.3976,0
KM-116,69.13,24665,62.75,97.8,49551.0,37,2,3,0.5779,0.4112,0.1455,0.7944,0.493,0
KM-119,49.71,39011,46.0,104.75,97456.6,135,1,3,0.2971,0.5805,0.9626,0.9928,0.6402,1
KM-121,36.94,69861,46.25,51.37,72714.4,178,2,1,0.2365,0.8961,1.0,0.0,0.5068,1
KM-116,74.87,7458,41.2,99.38,165729.0,142,3,0,0.7106,0.0285,1.0,0.8396,0.6237,1
KM-112,66.52,66097,44.65,53.38,12967.0,52,1,1,0.4925,0.831,0.8919,0.0,0.5585,1
KM-120,55.54,70260,40.46,80.77,169916.7,95,0,1,0.3085,0.9031,1.0,0.3078,0.5953,0
KM-124,79.17,1860,64.17,69.12,94552.1,59,2,1,0.7268,0.0835,0.1219,0.0,0.2996,0
KM-102,74.38,15705,63.85,50.14,36260.5,89,4,2,0.7533,0.247,0.1793,0.0,0.3613,0
KM-116,27.71,19559,45.57,92.87,67481.2,86,3,0,0.2268,0.1209,0.9062,0.6534,0.4215,0
KM-123,78.62,2691,70.94,81.24,126393.5,26,1,0,0.6681,0.0062,0.039,0.321,0.3074,0
KM-112,89.93,21936,61.02,53.06,73463.2,140,1,2,0.8588,0.3036,0.3692,0.0,0.4503,0
KM-122,15.72,71949,42.85,47.42,62749.3,160,3,0,0.1747,0.8529,1.0,0.0,0.4744,0
KM-106,6.75,77604,57.04,59.92,34418.7,121,0,0,0.0046,0.9554,0.4999,0.0,0.3404,1
KM-125,92.0,70700,74.13,80.37,96470.4,58,0,0,0.8464,0.8308,0.087,0.2962,0.5806,0
KM-110,61.76,72135,45.29,67.03,26858.2,42,1,1,0.4315,0.9362,0.8515,0.0,0.5554,0
KM-111,64.45,16674,57.82,63.97,150285.1,4,2,3,0.5154,0.3352,0.2934,0.0,0.3229,0
KM-113,30.85,68750,51.52,69.42,163598.2,62,0,0,0.0952,0.7967,0.6323,0.0,0.3589,0
KM-103,8.06,79498,59.31,60.32,81233.5,122,0,1,0.0065,1.0,0.4107,0.0,0.3344,0
KM-123,5.12,22565,74.91,62.52,115391.8,133,0,2,0.0026,0.3098,0.1995,0.0,0.1183,0
KM-123,90.6,51627,72.81,45.77,132039.0,6,1,0,0.8708,0.5184,0.009,0.0,0.4362,1
KM-105,58.9,49215,62.9,97.68,162721.8,153,1,0,0.3969,0.4825,0.3134,0.7908,0.4804,0
KM-117,55.39,25488,71.73,55.88,66712.9,31,4,0,0.5069,0.1798,0.0465,0.0,0.2317,0
KM-124,39.27,30825,48.24,100.88,148772.2,12,0,0,0.1542,0.2392,0.6884,0.8824,0.4279,1
KM-114,41.39,28279,46.38,76.66,6491.2,15,3,0,0.3213,0.2102,0.7672,0.1904,0.3565,0
KM-109,76.55,46176,57.57,91.85,43286.6,167,2,3,0.686,0.6785,0.5476,0.6243,0.6441,0
KM-105,52.27,22903,44.72,87.45,147389.8,24,0,2,0.2732,0.3132,0.8472,0.4986,0.4431,0
KM-106,23.45,69109,40.1,66.94,29288.3,132,1,1,0.105,0.8829,1.0,0.0,0.4575,0
KM-115,15.36,10109,57.9,82.14,57956.0,178,2,0,0.1236,0.0449,0.5511,0.3468,0.2341,1
KM-108,94.13,64908,51.53,86.23,153768.2,30,2,0,0.9861,0.7308,0.5838,0.4638,0.7374,0
KM-125,63.9,40601,73.4,101.43,146947.3,159,0,3,0.4083,0.6016,0.2385,0.8981,0.5206,0
KM-118,87.68,48543,72.61,70.85,167424.5,44,1,0,0.8188,0.4727,0.066,0.0242,0.4228,0
KM-114,14.26,32356,70.82,98.8,157554.3,27,1,0,0.0703,0.2572,0.0405,0.8229,0.2616,0
KM-124,6.23,25570,65.88,66.9,57441.5,173,1,2,0.0539,0.3407,0.2595,0.0,0.1559,0
KM-121,6.33,66783,70.95,69.05,150732.5,30,0,0,0.004,0.7627,0.045,0.0,0.2011,1
KM-101,26.97,2835,64.23,94.13,160306.2,16,1,1,0.1228,0.0867,0.0549,0.6896,0.2135,0
KM-114,75.62,57203,43.92,87.58,178729.0,45,0,1,0.5718,0.6846,0.9105,0.5024,0.6539,0
KM-113,44.35,4347,47.82,101.53,126916.6,108,1,0,0.2467,0.0127,0.8493,0.9009,0.4396,0
KM-101,8.45,22215,63.34,101.68,164949.7,178,4,0,0.2071,0.1463,0.3333,0.9052,0.3568,0
KM-103,55.79,38429,63.3,89.12,52561.3,82,3,1,0.4613,0.4129,0.1908,0.5463,0.4121,1
KM-124,28.32,23016,45.06,68.82,22932.3,103,1,2,0.1302,0.3143,0.952,0.0,0.3146,0
KM-110,45.95,14302,45.38,50.69,158457.8,99,2,0,0.3111,0.0756,0.9333,0.0,0.3144,1
KM-119,55.68,28509,49.06,100.22,145967.2,156,1,0,0.36,0.2127,0.8715,0.8633,0.5262,0
KM-120,54.27,35337,48.37,81.17,118291.1,118,1,1,0.3445,0.3736,0.8424,0.319,0.4462,0
KM-111,58.28,40875,53.14,87.58,147070.3,58,1,1,0.3896,0.4452,0.5615,0.5024,0.4604,0
KM-113,19.09,41090,48.95,90.81,129326.3,128,0,0,0.0364,0.3681,0.834,0.5947,0.3905,0
KM-106,75.19,1063,73.03,65.46,129804.5,49,0,2,0.5654,0.1615,0.0735,0.0,0.253,0
KM-107,28.2,8631,49.36,85.86,176832.3,135,0,0,0.0795,0.0354,0.8281,0.4531,0.2929,0
KM-124,15.18,27965,56.82,83.33,158330.1,75,5,1,0.273,0.2867,0.4397,0.3808,0.3313,0
KM-115,16.06,73230,56.33,79.55,101418.4,44,2,0,0.1258,0.8758,0.413,0.2727,0.4001,1
KM-113,68.57,53073,60.95,79.81,116376.2,61,1,1,0.5202,0.6204,0.2536,0.2803,0.4439,0
KM-121,11.53,25003,67.14,82.86,21994.9,17,0,0,0.0133,0.1747,0.0255,0.3673,0.1269,0
KM-105,89.53,29439,72.37,64.78,17690.2,136,0,2,0.8016,0.3832,0.204,0.0,0.4172,0
KM-124,23.0,29923,44.08,91.51,137240.7,67,0,1,0.0529,0.3088,0.9374,0.6145,0.4061,0
KM-114,42.67,24513,61.92,102.71,83993.2,28,1,2,0.2321,0.3296,0.1651,0.9344,0.3835,0
KM-105,94.9,62187,45.27,70.37,145410.2,60,0,0,0.9007,0.6854,0.8791,0.0107,0.6645,0
KM-117,51.28,42478,42.05,74.18,53332.6,127,2,0,0.363,0.3869,1.0,0.1193,0.4476,0
KM-107,20.85,66738,54.07,93.37,25127.1,122,1,0,0.0935,0.7619,0.62,0.6677,0.4807,0
KM-102,50.77,76772,53.77,91.43,175512.8,111,1,0,0.3077,0.9401,0.6156,0.6124,0.5883,1
KM-112,25.14,20171,63.49,46.0,36232.6,1,0,0,0.0632,0.1266,0.062,0.0,0.0662,0
KM-115,57.55,54492,51.36,72.44,42741.1,146,1,0,0.3813,0.5622,0.7645,0.0697,0.4408,0
KM-116,32.15,1513,64.63,69.73,58761.5,41,3,2,0.2533,0.1626,0.0762,0.0,0.1446,0
KM-113,89.03,57750,49.59,103.42,135022.8,21,1,3,0.8426,0.8533,0.648,0.955,0.8288,1
KM-111,15.71,48188,60.46,57.79,20841.0,1,1,0,0.0747,0.4675,0.1833,0.0,0.1797,0
KM-114,28.71,1348,68.35,81.63,24404.1,41,0,1,0.0824,0.0822,0.0615,0.3323,0.1282,0
KM-115,72.57,79711,63.74,60.03,171920.9,169,0,0,0.5267,0.9946,0.3038,0.0,0.4937,0
KM-116,13.5,35902,66.83,97.96,148472.8,18,1,0,0.0682,0.3006,0.027,0.7989,0.2642,0
KM-121,76.85,70064,40.39,66.14,92311.7,87,1,1,0.6406,0.8996,1.0,0.0,0.6491,0
KM-104,5.54,45884,60.82,75.9,32392.0,35,0,2,0.0031,0.5944,0.2199,0.1686,0.2274,0
KM-111,88.88,50273,62.48,75.3,29853.9,125,3,0,0.9399,0.4982,0.2884,0.1514,0.5415,0
KM-113,36.74,75852,71.73,45.14,51661.8,83,3,2,0.285,1.0,0.1245,0.0,0.3746,1
KM-117,33.1,57972,51.55,56.38,146198.9,147,1,0,0.1595,0.6169,0.7586,0.0,0.3618,0
KM-114,16.6,20504,67.94,51.07,144943.8,68,0,2,0.0275,0.2898,0.102,0.0,0.1025,0
KM-110,48.82,30577,61.45,90.27,45624.3,82,2,0,0.3383,0.2363,0.2649,0.579,0.3463,0
KM-105,46.55,52996,58.58,103.13,163049.5,71,2,0,0.3166,0.5392,0.3633,0.9466,0.5076,0
KM-106,6.22,44358,64.01,46.34,14456.9,95,0,1,0.0039,0.4929,0.182,0.0,0.161,0
KM-121,86.21,8069,69.03,104.88,151727.8,7,2,2,0.8432,0.192,0.0105,0.9967,0.5446,1
KM-105,41.59,54849,47.24,103.29,8256.9,98,1,1,0.223,0.6477,0.8574,0.951,0.6017,0
KM-106,20.18,34193,50.31,76.72,152022.1,171,3,1,0.1907,0.3594,0.8443,0.1921,0.3639,1
KM-107,14.86,18061,42.93,78.92,101581.6,126,1,1,0.0721,0.1873,1.0,0.2548,0.323,0
KM-110,14.87,22264,69.33,94.97,31699.5,67,1,0,0.0721,0.1468,0.1005,0.7135,0.2247,0
KM-108,27.18,48674,58.5,62.48,175208.4,162,3,0,0.2239,0.4746,0.5029,0.0,0.2976,0
KM-106,73.35,16141,52.64,46.17,179491.1,105,1,0,0.588,0.0906,0.652,0.0,0.3589,0
KM-121,59.67,78273,45.24,102.08,38517.0,141,2,1,0.456,1.0,1.0,0.9166,0.7929,1
KM-119,87.59,44562,68.17,63.65,38266.5,144,0,2,0.7672,0.5757,0.216,0.0,0.4557,0
KM-111,86.42,8196,57.75,58.96,73957.9,66,1,2,0.7969,0.1928,0.3889,0.0,0.4049,1
KM-117,50.66,52544,66.13,88.21,120416.0,130,2,0,0.3566,0.5323,0.195,0.5204,0.401,0
KM-112,72.16,43179,40.87,48.96,118511.5,77,2,0,0.6207,0.3965,1.0,0.0,0.5164,1
KM-117,21.31,55848,44.86,78.56,121409.7,22,2,1,0.1454,0.6633,0.8385,0.2446,0.4333,0
KM-122,72.94,44051,65.52,58.97,79918.0,30,0,0,0.532,0.4086,0.045,0.0,0.2974,0
KM-124,16.71,76287,49.18,98.08,126008.9,163,2,0,0.1279,0.9312,0.8773,0.8024,0.6135,1
KM-109,59.03,65308,43.82,50.74,169566.0,85,0,1,0.3485,0.8176,0.9747,0.0,0.5213,1
KM-111,61.21,52450,61.09,96.04,13382.2,87,3,2,0.5247,0.6909,0.2871,0.7439,0.5625,0
KM-119,46.8,25320,60.57,58.45,107898.2,137,0,3,0.2191,0.4181,0.3827,0.0,0.2577,0
KM-125,28.8,41431,59.91,60.45,82048.9,84,0,0,0.0829,0.3727,0.3296,0.0,0.1881,0
KM-115,24.81,79121,46.13,70.47,25099.8,131,0,0,0.0615,0.9836,0.9512,0.0133,0.4603,0
KM-117,47.7,31796,64.81,51.17,83208.4,145,3,1,0.3775,0.3306,0.2253,0.0,0.2598,0
KM-116,93.4,72979,55.89,97.25,43645.7,168,0,2,0.8724,1.0,0.6162,0.7787,0.8343,0
KM-118,63.97,8426,69.76,103.84,175842.2,68,3,0,0.5593,0.0342,0.102,0.9668,0.4181,0
KM-106,49.07,5161,53.66,65.22,96636.4,21,1,2,0.2908,0.1764,0.4849,0.0,0.2429,0
KM-115,87.1,70053,56.7,50.73,38950.3,58,1,0,0.8087,0.8194,0.4192,0.0,0.5717,0
KM-125,83.12,53238,61.98,93.62,108384.4,29,1,0,0.7409,0.5429,0.1645,0.6748,0.5629,1
KM-125,19.25,22645,48.4,103.21,109525.9,177,1,2,0.087,0.3106,0.9297,0.9488,0.4838,0
KM-111,44.8,74749,63.47,83.82,43288.0,14,2,0,0.3007,0.9032,0.0821,0.3947,0.4264,0
KM-123,19.3,72991,45.62,91.0,15306.9,49,2,0,0.1372,0.8715,0.8487,0.5999,0.5556,0
KM-118,24.58,42022,59.4,66.08,160910.5,36,0,0,0.0604,0.3807,0.2781,0.0,0.1719,0
KM-113,68.48,41685,61.74,73.78,55501.3,154,1,2,0.519,0.5361,0.3614,0.1079,0.4095,0
KM-106,79.13,26083,54.92,60.55,139245.0,152,3,2,0.7762,0.3462,0.6313,0.0,0.4845,0
KM-104,73.52,39315,50.75,72.93,156374.9,172,1,0,0.5905,0.3445,0.8278,0.0837,0.4751,0
KM-115,84.3,42474,57.26,71.98,96099.8,87,1,1,0.7607,0.4669,0.44,0.0567,0.4823,0
KM-105,75.75,12944,55.25,103.52,139073.9,99,3,0,0.7238,0.0651,0.5386,0.9578,0.5689,0
KM-124,67.18,67247,40.92,71.46,162872.6,15,2,0,0.5513,0.7707,0.9859,0.0418,0.5912,1
KM-120,47.9,22416,59.58,90.06,39249.2,82,0,0,0.2294,0.1483,0.3397,0.5733,0.3,0
KM-105,10.69,65566,73.44,68.52,97086.5,37,2,1,0.1114,0.822,0.0555,0.0,0.2556,0
KM-112,37.11,41573,61.01,57.99,115922.3,13,3,0,0.2877,0.3746,0.1792,0.0,0.2302,0
KM-105,42.93,39245,73.09,88.77,102675.0,1,2,1,0.2843,0.4236,0.0015,0.5361,0.3129,0
KM-101,47.3,30107,40.65,84.97,107850.7,149,2,1,0.3237,0.3109,1.0,0.4278,0.4766,1
KM-121,5.25,22539,40.2,93.81,66318.7,172,1,0,0.0528,0.1495,1.0,0.6802,0.3919,0
KM-111,51.15,37759,56.67,45.84,7258.2,64,1,0,0.3116,0.3243,0.4292,0.0,0.276,0
KM-115,94.02,37091,66.22,59.75,61309.8,131,0,0,0.884,0.3157,0.1965,0.0,0.4276,0
KM-107,92.75,70745,54.22,68.38,90501.7,102,0,2,0.8602,0.9916,0.5842,0.0,0.6658,0
KM-113,30.07,62579,42.06,76.77,12871.7,16,2,1,0.1904,0.7718,0.9417,0.1934,0.4866,0
KM-102,21.27,51666,47.82,81.26,163236.8,103,3,1,0.1953,0.599,0.8417,0.3218,0.4508,0
KM-105,73.24,70588,51.95,90.88,116593.2,17,2,1,0.6364,0.9088,0.5477,0.5965,0.6788,0
KM-112,52.55,51352,55.27,84.29,127549.8,157,0,1,0.2762,0.5943,0.6246,0.4082,0.4518,0
KM-125,37.19,13686,65.72,49.36,12259.0,105,2,0,0.2383,0.0708,0.1575,0.0,0.1326,0
KM-111,63.76,16096,48.47,78.11,167802.5,119,1,0,0.4565,0.0902,0.8398,0.2317,0.3967,0
